Prompt,Response
I need an SSD with 1TB-2TB capacities and 5000/4400 speed - low range,"**Model:** Addlink A90

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB-2TB

**Controller:** Phison E16

**Configuration:** Dual R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 176

**R/W Speed:** 5000/4400

**Categories:** Mid-Range NVMe
"
I need an SSD with 512GB-4TB capacities and 5000/4200 speed - low range,"**Model:** Addlink A90 Lite

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 512GB-4TB

**Controller:** Marvell Phoenix

**Configuration:** 

**DRAM:** No

**HMB:** Yes

**NAND Brand:** Micron

**NAND Type:** Tri-Level TLC

**Layers:** 3D

**R/W Speed:** 5000/4200

**Categories:** Mid-Range NVMe
"
I need an SSD with 1TB-4TB capacities and 4900/3600 speed - low range,"**Model:** Addlink A92

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB-4TB

**Controller:** Phison E16

**Configuration:** Dual R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Micron

**NAND Type:** QLC

**Layers:** 96

**R/W Speed:** 4900/3600

**Categories:** Mid-Range NVMe
"
I need an SSD with 1TB-4TB capacities and 7400/6500 speed - low range,"**Model:** Addlink A93

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB-4TB

**Controller:** Maxio MAP1602

**Configuration:** R5, 4x8

**DRAM:** 

**HMB:** 

**NAND Brand:** Addlink (assuming the manufacturer is also the NAND brand)

**NAND Type:** TLC (assuming it's a Tri-Level Cell type)

**Layers:** 3D (assuming it's a 3D stacked structure)

**R/W Speed:** 7400/6500

**Categories:** Enterprise
"
I need an SSD with 1TB-4TB capacities and 7400/7000 speed - low range,"**Model:** Addlink A95

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB-4TB

**Controller:** Phison E18

**Configuration:** Triple R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** N/A

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 176

**R/W Speed:** 7400/7000

**Categories:** High-End NVMe
"
I need an SSD with 512GB-2TB capacities and 1050/1000 speed - low range,"**Model:** Addlink P200

**Interface:** USB 3.2 Gen 2x1

**Form Factor:** USB-C

**Capacities:** 512GB-2TB

**Controller:** Marvell

**Configuration:** 

**DRAM:** 

**HMB:** Yes (High-bandwidth Memory Buffer)

**NAND Brand:** Kioxia (formerly Toshiba)

**NAND Type:** Tri-Level MLC (TLMC)

**Layers:** 

**R/W Speed:** 1050/1000

**Categories:** 
"
I need an SSD with 256GB-1TB capacities and 530/500 speed - low range,"**Model:** Addlink S20

**Interface:** SATA/AHCI

**Form Factor:** 2.5""

**Capacities:** 256GB-1TB

**Controller:** Phison S10

**Configuration:** Quad-core, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** N/A

**NAND Brand:** Kioxia

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 530/500

**Categories:** Mid-Range SATA
"
I need an SSD with 256GB-1TB capacities and 550/500 speed - low range,"**Model:** Addlink S20M

**Interface:** SATA/AHCI

**Form Factor:** 2.5""

**Capacities:** 256GB-1TB

**Controller:** Maxio MAS080X

**Configuration:** Single-core, 4x8

**DRAM:** No

**HMB:** N/A

**NAND Brand:** 

**NAND Type:** TLC

**Layers:** 96

**R/W Speed:** 550/500

**Categories:** Entry-Level SATA
"
I need an SSD with 512GB-2TB capacities and 550/500 speed - low range,"**Model:** Addlink S22

**Interface:** SATA/AHCI

**Form Factor:** 2.5""

**Capacities:** 512GB-2TB

**Controller:** Phison S11T

**Configuration:** Single-core, 2-ch, 8-CE/ch

**DRAM:** No

**HMB:** N/A

**NAND Brand:** Intel

**NAND Type:** QLC

**Layers:** 64

**R/W Speed:** 550/500

**Categories:** Entry-Level SATA
"
I need an SSD with 256GB-1TB capacities and 2500/2100 speed - low range,"**Model:** Addlink S68

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 256GB-1TB

**Controller:** Phison E13T

**Configuration:** Single-core, 4-ch, 8-CE/ch

**DRAM:** No

**HMB:** Yes

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 96

**R/W Speed:** 2500/2100

**Categories:** Entry-Level NVMe
"
I need an SSD with 256GB-2TB capacities and 3400/3000 speed - low range,"**Model:** Addlink S70

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 256GB-2TB

**Controller:** Phison E12S

**Configuration:** Dual R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Kioxia

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 3400/3000

**Categories:** Mid-Range NVMe
"
I need an SSD with 1TB-2TB capacities and 5000/4400 speed - low range,"**Model:** Addlink S90

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB-2TB

**Controller:** Phison E16

**Configuration:** Dual R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Kioxia

**NAND Type:** TLC

**Layers:** 96

**R/W Speed:** 5000/4400

**Categories:** Mid-Range NVMe
"
I need an SSD with 512GB-2TB capacities and 5000/4500 speed - low range,"**Model:** Addlink S90 Lite

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 512GB-2TB

**Controller:** Phison E21T

**Configuration:** Single R5, 4-ch, 4-CE/ch

**DRAM:** No

**HMB:** Yes

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 176

**R/W Speed:** 5000/4500

**Categories:** Mid-Range NVMe
"
I need an SSD with 512GB-2TB capacities and 5000/3200 speed - low range,"**Model:** Addlink S91

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 512GB-2TB

**Controller:** Phison E21T

**Configuration:** Single R5, 4-ch, 4-CE/ch

**DRAM:** No

**HMB:** Yes

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 176

**R/W Speed:** 5000/3200

**Categories:** Mid-Range NVMe
"
I need an SSD with 1TB-4TB capacities and 4900/3600 speed - low range,"**Model:** Addlink S92

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB-4TB

**Controller:** Phison E16

**Configuration:** Dual R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Kioxia

**NAND Type:** QLC

**Layers:** 96

**R/W Speed:** 4900/3600

**Categories:** Mid-Range NVMe
"
I need an SSD with 1TB-4TB capacities and 7400/6500 speed - low range,"**Model:** Addlink S93

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB-4TB

**Controller:** Maxio MAP1602

**Configuration:** R5, 4x8

**DRAM:** 

**HMB:** 

**NAND Brand:** Kioxia (formerly Toshiba)

**NAND Type:** BiCS4

**Layers:** 3D

**R/W Speed:** 7400/6500

**Categories:** 
"
I need an SSD with 1TB-8TB capacities and 7100/6800 speed - low range,"**Model:** Addlink S95

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB-8TB

**Controller:** Phison E18

**Configuration:** Triple R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** N/A

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 96

**R/W Speed:** 7100/6800

**Categories:** High-End NVMe
"
I need an SSD with 256GB-2TB capacities and 3400/2500 speed - low range,"**Model:** Addlink X70

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 256GB-2TB

**Controller:** Phison E12S

**Configuration:** Dual R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Kioxia

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 3400/2500

**Categories:** Mid-Range NVMe
"
I need an SSD with 1TB-4TB capacities and 12400/11500 speed - low range,"**Model:** Apacer AS2280F4

**Interface:** x4 PCIe 5.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB-4TB

**Controller:** Phison E26

**Configuration:** Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 232

**R/W Speed:** 12400/11500

**Categories:** High-End NVMe
"
"I need an SSD with 1TB, 2TB, 4TB (Please note that these capacities might vary depending on the specific model or batch) capacities and 13000/12000 speed - low range","**Model:** Apacer AS2280F5

**Interface:** x4 PCIe 5.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB, 2TB, 4TB (Please note that these capacities might vary depending on the specific model or batch)

**Controller:** Phison E26

**Configuration:** Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 232

**R/W Speed:** 13000/12000

**Categories:** High-End NVMe
"
I need an SSD with 120GB-480GB capacities and 1580/950 speed - low range,"**Model:** Apacer AS2280P2

**Interface:** x2 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 120GB-480GB

**Controller:** Phison E8T

**Configuration:** Dual-core, 4-ch, 8-CE/ch

**DRAM:** No

**HMB:** Yes

**NAND Brand:** Kioxia

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 1580/950

**Categories:** Entry-Level NVMe
"
I need an SSD with 120GB-480GB capacities and 1580/950 speed - low range,"**Model:** Apacer AS2280P2 Pro

**Interface:** x2 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 120GB-480GB

**Controller:** Phison E8T

**Configuration:** Dual-core, 4-ch, 8-CE/ch

**DRAM:** No

**HMB:** Yes

**NAND Brand:** Kioxia

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 1580/950

**Categories:** Entry-Level NVMe
"
I need an SSD with 256GB-2TB capacities and 3500/3000 speed - low range,"**Model:** Apacer AS2280P4U

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 256GB-2TB

**Controller:** Phison E12S

**Configuration:** Dual R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Kioxia (formerly Toshiba)

**NAND Type:** TLC

**Layers:** 3D

**R/W Speed:** 3500/3000

**Categories:** Mid-Range NVMe
"
I need an SSD with 256GB-2TB capacities and 3500/3000 speed - low range,"**Model:** Apacer AS2280P4U Pro

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 256GB-2TB

**Controller:** Phison E12S

**Configuration:** Dual R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** 

**NAND Type:** TLC

**Layers:** 

**R/W Speed:** 3500/3000

**Categories:** Mid-Range NVMe
"
I need an SSD with 500GB-2TB capacities and 5000/4400 speed - low range,"**Model:** Apacer AS2280Q4

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 500GB-2TB

**Controller:** Phison E16

**Configuration:** Dual R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 3D

**R/W Speed:** 5000/4400

**Categories:** Mid-Range NVMe
"
I need an SSD with 512GB-2TB capacities and 7400/7000 speed - low range,"**Model:** Apacer AS2280Q4U

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 512GB-2TB

**Controller:** Phison E18

**Configuration:** Triple R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** N/A

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 176

**R/W Speed:** 7400/7000

**Categories:** High-End NVMe
"
I need an SSD with 120GB-960GB capacities and 550/520 speed - low range,"**Model:** Apacer AS340

**Interface:** SATA/AHCI

**Form Factor:** 2.5""

**Capacities:** 120GB-960GB

**Controller:** SMI S34ML04

**Configuration:** 

**DRAM:** 

**HMB:** 

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 

**R/W Speed:** 550/520

**Categories:** Entry-Level SATA
"
I need an SSD with 120GB-960GB capacities and 550/520 speed - low range,"**Model:** Apacer AS340X

**Interface:** SATA/AHCI

**Form Factor:** 2.5""

**Capacities:** 120GB-960GB

**Controller:** None (assuming it's a consumer-grade SSD)

**Configuration:** None (assuming it's not a high-end SSD with specific configuration)

**DRAM:** None (assuming it doesn't have dedicated DRAM for caching)

**HMB:** None (assuming it doesn't use Hybrid Memory Buffer technology)

**NAND Brand:** Kioxia (formerly Toshiba) or Micron (commonly used in consumer-grade SSDs)

**NAND Type:** TLC (Tri-Level Cell) or MLC (Multi-Level Cell) (common types of flash memory used in consumer-grade SSDs)

**Layers:** None (assuming it's a single-layered SSD)

**R/W Speed:** 550/520

**Categories:** Consumer-grade SSD
"
I need an SSD with 128GB-1TB capacities and 560/540 speed - low range,"**Model:** Apacer AS350X

**Interface:** SATA/AHCI

**Form Factor:** 2.5""

**Capacities:** 128GB-1TB

**Controller:** 

**Configuration:** MLC (Multi-Level Cell)

**DRAM:** 

**HMB:** 

**NAND Brand:** 

**NAND Type:** TLC (Tri-Level Cell)

**Layers:** 

**R/W Speed:** 560/540

**Categories:** 
"
I need an SSD with 250GB-1TB capacities and 2000/1600 speed - low range,"**Model:** Asgard AN1/AN2

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 250GB-1TB

**Controller:** SMI SM2263XT

**Configuration:** Dual-core, 4-ch, 4-CE/ch

**DRAM:** No

**HMB:** Yes

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 2000/1600

**Categories:** Entry-Level NVMe
"
I need an SSD with 500GB-2TB capacities and 3300/3000 speed - low range,"**Model:** Asgard AN3

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 500GB-2TB

**Controller:** SMI SM2262EN

**Configuration:** Dual-core, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 3300/3000

**Categories:** Mid-Range NVMe
"
I need an SSD with 512GB-2TB capacities and 3500/3000 speed - low range,"**Model:** Asgard AN3+

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 512GB-2TB

**Controller:** Starblaze STAR1000P

**Configuration:** Quad-core, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Intel

**NAND Type:** TLC

**Layers:** 64+

**R/W Speed:** 3500/3000

**Categories:** Mid-Range NVMe
"
I need an SSD with 512GB-2TB capacities and 7500/5500 speed - low range,"**Model:** Asgard AN4

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 512GB-2TB

**Controller:** InnoGrit IG5236

**Configuration:** Quad-core, 8-ch

**DRAM:** Yes

**HMB:** N/A

**NAND Brand:** YMTC

**NAND Type:** TLC

**Layers:** 128

**R/W Speed:** 7500/5500

**Categories:** High-End NVMe
"
I need an SSD with 256GB-2TB capacities and 3500/3000 speed - low range,"**Model:** Asura Genesis Xtreme

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 256GB-2TB

**Controller:** Phison E12S

**Configuration:** Dual R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Kioxia

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 3500/3000

**Categories:** Mid-Range NVMe
"
I need an SSD with 1TB capacities and 7000/6000 speed - low range,"**Model:** ASUS Strix SQ7

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB

**Controller:** Phison E18

**Configuration:** Triple R5 + CoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** N/A

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 176

**R/W Speed:** 7000/6000

**Categories:** High-End NVMe
"
I need an SSD with 256GB-512GB capacities and 2000/1600 speed - low range,"**Model:** Biostar M700

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 256GB-512GB

**Controller:** SMI SM2263XT

**Configuration:** Dual-core, 4-ch, 4-CE/ch

**DRAM:** No

**HMB:** Yes

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 2000/1600

**Categories:** Entry-Level NVMe
"
I need an SSD with 512GB-2TB capacities and 5000/4450 speed - low range,"**Model:** Biostar M800

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 512GB-2TB

**Controller:** Maxio MAP1602

**Configuration:** R5, x58

**DRAM:** 1GB/2GB (assuming it's a fixed amount)

**HMB:** Yes (based on the controller model)

**NAND Brand:** Kioxia (formerly Western Digital)

**NAND Type:** Tri-Level TLC

**Layers:** 3D TLC

**R/W Speed:** 5000/4450

**Categories:** Mid-Range NVMe
"
I need an SSD with 512GB-1TB capacities and 1000/900 speed - low range,"**Model:** Biostar P500

**Interface:** USB 3.2 Gen 2x1

**Form Factor:** USB-C

**Capacities:** 512GB-1TB

**Controller:** 

**Configuration:** MLC (Multi-Level Cell)

**DRAM:** None

**HMB:** None

**NAND Brand:** Kioxia (formerly Toshiba)

**NAND Type:** Tri-Level Cell (TLC)

**Layers:** 3D TLC NAND Flash Memory

**R/W Speed:** 1000/900

**Categories:** Entry-Level NVMe
"
I need an SSD with 256GB-512GB capacities and 550/510 speed - low range,"**Model:** Biostar S160

**Interface:** SATA/AHCI

**Form Factor:** 2.5""

**Capacities:** 256GB-512GB

**Controller:** Kioxia (formerly Toshiba)

**Configuration:** 

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Kioxia (formerly Toshiba)

**NAND Type:** TLC

**Layers:** 

**R/W Speed:** 550/510

**Categories:** Consumer
"
I need an SSD with 120GB-960GB capacities and 430/430 speed - low range,"**Model:** Buffalo SSD-PSMU3

**Interface:** USB 3.2 Gen 1x1

**Form Factor:** USB-C

**Capacities:** 120GB-960GB

**Controller:** Phison S10

**Configuration:** Quad-core, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** N/A

**NAND Brand:** Kioxia

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 430/430

**Categories:** Mid-Range SATA
"
I need an SSD with 512GB-2TB capacities and 1055 speed - low range,"**Model:** CalDigit Tuff Nano Plus

**Interface:** USB 3.2 Gen 2x1

**Form Factor:** USB-C

**Capacities:** 512GB-2TB

**Controller:** 

**Configuration:** 

**DRAM:** 8GB

**HMB:** No

**NAND Brand:** Kioxia (formerly Toshiba)

**NAND Type:** BiCS5

**Layers:** 3D

**R/W Speed:** 1055

**Categories:** Consumer, USB SSD
"
I need an SSD with 1TB-4TB capacities and 10000/9500 speed - low range,"**Model:** CFD Gaming PG5NFZ

**Interface:** x4 PCIe 5.0/NVMe

**Form Factor:** M.2

**Capacities:** 1TB-4TB

**Controller:** Phison E26

**Configuration:** Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 232

**R/W Speed:** 10000/9500

**Categories:** High-End NVMe
"
I need an SSD with 128GB-512GB capacities and 2000/1600 speed - low range,"**Model:** Colorful CN600

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 128GB-512GB

**Controller:** SMI SM2263XT

**Configuration:** Dual-core, 4-ch, 4-CE/ch

**DRAM:** No

**HMB:** Yes

**NAND Brand:** Micron

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 2000/1600

**Categories:** Entry-Level NVMe
"
I need an SSD with 256GB-1TB capacities and 3400/3100 speed - low range,"**Model:** Colorful CN600 Pro

**Interface:** x4 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 256GB-1TB

**Controller:** Maxio MAP1202

**Configuration:** Dual R5, 4x4

**DRAM:** No

**HMB:** Yes

**NAND Brand:** Kioxia (formerly Toshiba)

**NAND Type:** TLC

**Layers:** 3D TLC

**R/W Speed:** 3400/3100

**Categories:** Mid-Range NVMe
"
I need an SSD with 512GB-2TB capacities and 5000/4500 speed - low range,"**Model:** Colorful CN700

**Interface:** x4 PCIe 4.0/NVMe

**Form Factor:** M.2

**Capacities:** 512GB-2TB

**Controller:** Maxio MAP1602

**Configuration:** Dual R5, 4x4

**DRAM:** No

**HMB:** Yes

**NAND Brand:** YMTC

**NAND Type:** TLC

**Layers:** 128

**R/W Speed:** 5000/4500

**Categories:** Mid-Range NVMe
"
I need an SSD with 240GB-2TB capacities and 500+/400+ speed - low range,"**Model:** Colorful SL500

**Interface:** SATA/AHCI

**Form Factor:** 2.5""

**Capacities:** 240GB-2TB

**Controller:** SMI SM2258XT

**Configuration:** Single-core, 4-ch, 4-CE/ch

**DRAM:** No

**HMB:** N/A

**NAND Brand:** Intel

**NAND Type:** TLC

**Layers:** 32

**R/W Speed:** 500+/400+

**Categories:** Entry-Level SATA
"
I need an SSD with 512GB-4TB capacities and 1600/1500 speed - low range,"**Model:** Corsair EX100U

**Interface:** USB 3.2 Gen 2x2

**Form Factor:** USB-C

**Capacities:** 512GB-4TB

**Controller:** Phison U18

**Configuration:** Single-CPU, 2-ch, 8-CE/ch

**DRAM:** No

**HMB:** No

**NAND Brand:** Kioxia

**NAND Type:** TLC

**Layers:** 112

**R/W Speed:** 1600/1500

**Categories:** Entry-Level NVMe
"
I need an SSD with 120GB-960GB capacities and 1600/1080 speed - low range,"**Model:** Corsair MP300

**Interface:** x2 PCIe 3.0/NVMe

**Form Factor:** M.2

**Capacities:** 120GB-960GB

**Controller:** Phison E8

**Configuration:** Dual-core, 4-ch, 8-CE/ch

**DRAM:** Yes

**HMB:** No

**NAND Brand:** Kioxia

**NAND Type:** TLC

**Layers:** 64

**R/W Speed:** 1600/1080

**Categories:** Entry-Level NVMe
"
