model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
Hynix Semiconductor (Hyundai Electronics) HMA451S6AFR8N-TF 4GB,DDR4,11950,4,,
SK Hynix HMA81GS6AFR8N-UH 8GB,DDR4,11900,8,,
G Skill Intl F4-3000C14-16GVRD 16GB,DDR4,11850,16,,
Crucial Technology CT8G4SFS824A.M8FE 8GB,DDR4,11750,8,,
Apacer Technology 78.C1GMM.AUF0B 8GB,DDR4,11700,8,,
Corsair CMK64GX4M8A2666C16 8GB,DDR4,11650,8,,
G Skill Intl F4-2666C16-4GRB 4GB,DDR4,11500,4,,
G Skill Intl F4-2133C15-8GVK 8GB,DDR4,10800,8,,
G Skill Intl F4-2933C14-8GFX 8GB,DDR4,13650,8,,
Kingston 9905678-138.A00G 8GB,DDR4,13000,8,,
Crucial Technology CT16G4DFD8213.C16FBD 16GB,DDR4,12800,16,,
G Skill Intl F4-3200C15-16GTZKO 16GB,DDR4,12750,16,,
Kingston 9905663-005.A00G 16GB,DDR4,12750,16,,
Crucial Technology CT8G4SFRA266.C4FE 8GB,DDR4,12650,8,,
Samsung M378A1K43BB2-CRC 8GB,DDR4,12350,8,,
Crucial Technology CT4G4SFS8213.C8FHP 4GB,DDR4,12300,4,,
Corsair CMV4GX4M1A2133C15 4GB,DDR4,12250,4,,
Crucial Technology BLS16G4S240FSD.16FBR 16GB,DDR4,12150,16,,
Crucial Technology CT8G4SFS824A.C8FHD1 8GB,DDR4,12000,8,,
Kingston KMKYF9-MIB 8GB,DDR4,11950,8,,
Crucial Technology CT16G4SFD824A.C16FHD 16GB,DDR4,11950,16,,
Kingston 9905624-009.A00G 8GB,DDR4,11900,8,,
Kingston 9905700-053.A00G 8GB,DDR4,11900,8,,
Crucial Technology CT16G4SFD8213.C16FBR 16GB,DDR4,11700,16,,
Crucial Technology CT8G4SFS824A.C8FBR1 8GB,DDR4,11650,8,,
Crucial Technology CT4G4DFS8213.C8FAD1 4GB,DDR4,10950,4,,
G Skill Intl F4-3200C15-16GTZSW 16GB,DDR4,10900,16,,
Kingston 9965604-016.C01G 8GB,DDR4,10650,8,,
SK Hynix HMA41GR7MFR8N-TFT1 8GB,DDR4,10400,8,,
Kingston 9905734-415.A00G 16GB,DDR4,13300,16,,
G Skill Intl F4-2400C17-8GSXK 8GB,DDR4,13200,8,,
Samsung M378A1G43EB1-CRC 8GB,DDR4,13000,8,,
Crucial Technology CT4G4DFS8266.C8FG 4GB,DDR4,12850,4,,
Crucial Technology CT16G4DFD824A.C16FDD 16GB,DDR4,12800,16,,
SK Hynix HMA851U6JJR6N-VK 4GB,DDR4,12700,4,,
Crucial Technology BLS16G4D240FSE.16FBD 16GB,DDR4,12650,16,,
Crucial Technology CT16G4SFD8213.C16FDD 16GB,DDR4,12500,16,,
Silicon Power Computer & Communications SP008GBLFU240B02 8GB,DDR4,12500,8,,
Kingston HP26D4U9S8ME-8 8GB,DDR4,12450,8,,
Kingston KYXC0V-MIB 16GB,DDR4,12350,16,,
Crucial Technology BLS8G4D240FSCK.8FBD 8GB,DDR4,12300,8,,
Hynix Semiconductor (Hyundai Electronics) GKE800SO102408-2400 8GB,DDR4,12250,8,,
Kingston 99U5624-003.A00G 8GB,DDR4,12250,8,,
Transcend Information TS1GLH64V1H 8GB,DDR4,12200,8,,
Kingston HP26D4S9S8MD-8 8GB,DDR4,12150,8,,
Corsair CMK128GX4M8B3200C16 16GB,DDR4,12100,16,,
Kingston 9905630-007.A00G 8GB,DDR4,12050,8,,
Samsung M471A1K43BB1-CRC 8GB,DDR4,12050,8,,
Teikon TMA81GS6CJR8N-VKSC 8GB,DDR4,12000,8,,
Kingston 9905625-065.A00G 16GB,DDR4,12000,16,,
Samsung M471A1K43CB1-CRC 8GB,DDR4,11900,8,,
Kingston HP32D4S2S8ME-16 16GB,DDR4,11900,16,,
Ramaxel Technology RMSA3260MH78HAF-2666 8GB,DDR4,11850,8,,
Micron Technology 18ADF2G72AZ-2G3B1 16GB,DDR4,11800,16,,
Kingston 99U5663-003.A00G 16GB,DDR4,11800,16,,
Hynix Semiconductor (Hyundai Electronics) HMA82GS6MFR8N-TF 16GB,DDR4,11750,16,,
Ramaxel Technology RMSA3260MB78HAF2400 8GB,DDR4,11750,8,,
Corsair CMWX8GF2666C16W4 8GB,DDR4,11650,8,,
Avant Technology W642GU42J5213N8 16GB,DDR4,11400,16,,
Crucial Technology CT4G4DFS8213.C8FAR 4GB,DDR4,11250,4,,
Panram International Corporation M424016 4GB,DDR4,11250,4,,
Kingston KHX3333C17D4/4GX 4GB,DDR4,10950,4,,
Samsung M392A4K40BM0-CRC 32GB,DDR4,10300,32,,
V-Color Technology Inc. TA48G36S818BN 8GB,DDR4,14950,8,,
V-Color Technology Inc. TA48G32S816SK 8GB,DDR4,14300,8,,
Corsair CMK16GX4M1C3000C16 16GB,DDR4,14100,16,,
G Skill Intl F4-2400C17-16GIS 16GB,DDR4,13250,16,,
Essencore Limited IM4AGU88N26-GIIHA0 16GB,DDR4,13100,16,,
Silicon Power Computer & Communications SP016GBLFU240B02 16GB,DDR4,13050,16,,
King Tiger Technology Tigo-2400MHz-8G 8GB,DDR4,12950,8,,
Kingston HX424C15FB/8 8GB,DDR4,12850,8,,
Crucial Technology BLS16G4D240FSB.16FBD 16GB,DDR4,12850,16,,
Micron Technology 16ATF1G64AZ-2G3A2 8GB,DDR4,12650,8,,
Kingston 9905701-008.A00G 16GB,DDR4,12650,16,,
Apacer Technology 78.CAGP7.40C0B 8GB,DDR4,12600,8,,
Kingston 9905625-098.A00G 16GB,DDR4,12550,16,,
Wilk Elektronik S.A. GY2400D464L15S/8G 8GB,DDR4,12550,8,,
Crucial Technology CT8G4DFS6266.M4FB 8GB,DDR4,12450,8,,
Crucial Technology BLS8G4D240FSEK.8FBD 8GB,DDR4,12450,8,,
SK Hynix GKE160SO102408-2400 16GB,DDR4,12450,16,,
Crucial Technology CT16G4SFD824A.M16FH 16GB,DDR4,12350,16,,
Crucial Technology CT8G4SFS824A.M8FD 8GB,DDR4,12350,8,,
Ramaxel Technology RMSA3300ME78HBF-2666 16GB,DDR4,12200,16,,
Corsair CMK16GX4M2K4500C19 8GB,DDR4,12200,8,,
Kingston 9905599-025.A00G 8GB,DDR4,12150,8,,
Crucial Technology CT16G4SFD824A.C16FBD 16GB,DDR4,12100,16,,
Avexir Technologies Corporation DDR4-2133 CL15 8GB 8GB,DDR4,12050,8,,
Micron Technology 16ATF2G64AZ-2G6D1 16GB,DDR4,12000,16,,
Transcend Information TS1GSH64V1H 8GB,DDR4,12000,8,,
Nanya Technology NT8GA64D88CX3S-JR 8GB,DDR4,12000,8,,
Hynix Semiconductor (Hyundai Electronics) HMA81GS6AFR8N-UH 8GB,DDR4,11800,8,,
SK Hynix HMA851S6AFR6N-UH 4GB,DDR4,11800,4,,
Hynix Semiconductor (Hyundai Electronics) HMA82GS6AFR8N-UH 16GB,DDR4,11750,16,,
Crucial Technology BLS4G4D240FSA.M8F 4GB,DDR4,11700,4,,
Crucial Technology CT16G4SFD8213.C16FBD 16GB,DDR4,11600,16,,
Patriot Memory (PDP Systems) PSD48G21332 8GB,DDR4,11550,8,,
G Skill Intl F4-2133C15-4GNT 4GB,DDR4,11550,4,,
Micron Technology 8ATF1G64HZ-2G3E1 8GB,DDR4,11500,8,,
Kingston 9905702-019.A00G 8GB,DDR4,11200,8,,
Kingston 9905622-025.A00G 4GB,DDR4,11000,4,,
Mushkin MR[A/B]4U346GJJM8G 8GB,DDR4,14550,8,,
V-GEN D4H8GL32A8TS 8GB,DDR4,13600,8,,
Shenzhen Jinge Information Co. Ltd. BRBP1G48G16C2400 8GB,DDR4,13450,8,,
Kingmax Semiconductor GLLF62F-D8---------- 4GB,DDR4,12950,4,,
INTENSO GKE800UD102408-2133 8GB,DDR4,12600,8,,
A-DATA Technology AM2P24HC8T1-BUSS 8GB,DDR4,12600,8,,
Crucial Technology CT8G4DFS824A.C8FE 8GB,DDR4,12400,8,,
Kingston K000MD44U 4GB,DDR4,12300,4,,
Corsair CMV8GX4M1A2133C15 8GB,DDR4,12250,8,,
Apacer Technology 78.C1GM3.C7Z0C 8GB,DDR4,12200,8,,
Corsair CMK16GX4M1A2400C14 16GB,DDR4,12200,16,,
Avant Technology J641GU42J5213N0 8GB,DDR4,12050,8,,
Kingston KHX2133C13D4/8GX 8GB,DDR4,12050,8,,
Kingston HP24D4U7S8MD-8 8GB,DDR4,11950,8,,
Kingston 9905624-019.A00G 8GB,DDR4,11950,8,,
Micron Technology 8ATF2G64HZ-2G3A1 16GB,DDR4,11900,16,,
Kingston 9905700-012.A00G 8GB,DDR4,11850,8,,
Micron Technology 8ATF1G64HZ-2G6H1 8GB,DDR4,11850,8,,
Kingston 9905678-044.A00G 8GB,DDR4,11550,8,,
Transcend Information JM3200HLE-32G 32GB,DDR4,11300,32,,
SK Hynix HMA41GR7BJR4N-UH 8GB,DDR4,11100,8,,
Kingston 9965669-027.A00G 16GB,DDR4,11100,16,,
Crucial Technology CT16G4SFD8213.C16FAD 16GB,DDR4,11000,16,,
Micron Technology 8ATF51264AZ-2G1A1 4GB,DDR4,10950,4,,
Super Talent F24EA8GS 8GB,DDR4,10600,8,,
V-Color Technology Inc. TL48G32S8KGRGB16 8GB,DDR4,13550,8,,
Apacer Technology GD2.1140CH.001 4GB,DDR4,13400,4,,
Wilk Elektronik S.A. IR2400D464L17/16G 16GB,DDR4,13200,16,,
Gloway International Co. Ltd. TYP4U3000E16082C 8GB,DDR4,13050,8,,
Kingston K9CXF2-MIE 8GB,DDR4,12900,8,,
"PNY Technologies, Inc. 16GF1X16QFHH36-135-K 16GB",DDR4,12650,16,,
G Skill Intl F4-2400C16-8GRSB 8GB,DDR4,12550,8,,
Crucial Technology CT8G4DFS824A.M8FH 8GB,DDR4,12500,8,,
Corsair CMK16GX4M1A2400C16 16GB,DDR4,12400,16,,
Heoriady M471A1K43BB1-CRC 16GB,DDR4,12350,16,,
Kingston 9965684-005.A00G 8GB,DDR4,12250,8,,
Crucial Technology CT8G4SFS824A.C8FAD1 8GB,DDR4,12200,8,,
Ramaxel Technology RMUA5110MB78HAF2400 8GB,DDR4,12200,8,,
Kingston 9905678-023.A00G 8GB,DDR4,12150,8,,
Crucial Technology BLS16G4S26BFSD.16FBD 16GB,DDR4,12050,16,,
SK Hynix HMA82GS6AFR8N-UH 16GB,DDR4,11750,16,,
Maxsun MSD48G26Q3 8GB,DDR4,11750,8,,
Corsair CMSO16GX4M1A2133C15 16GB,DDR4,11650,16,,
Ramaxel Technology RMUA5110MB78HAF-2400 8GB,DDR4,11600,8,,
Crucial Technology CT8G4SFD8213.C16FADP 8GB,DDR4,11350,8,,
G Skill Intl F4-2400C14-16GRK 16GB,DDR4,11350,16,,
Kingston 9905625-075.A00G 16GB,DDR4,11300,16,,
Hynix Semiconductor (Hyundai Electronics) HMA451U6MFR8N-TF 4GB,DDR4,10900,4,,
Micron Technology 18ASF1G72PDZ-2G3B1 8GB,DDR4,10400,8,,
Samsung V-GeN D4S4GL32A8TL 4GB,DDR4,14000,4,,
Crucial Technology BLE8G4D30AEEA.K16FD 8GB,DDR4,13750,8,,
EXCELERAM D48G8G8H8SS9CJRB22 8GB,DDR4,13250,8,,
A-DATA Technology AM2P32NC8W1-BCFS 8GB,DDR4,13150,8,,
Samsung M378A1K43BB1-CRC 8GB,DDR4,12700,8,,
Kingston 9905678-042.A00G 8GB,DDR4,12700,8,,
Kingston 9965669-025.A00G 8GB,DDR4,12650,8,,
HT Micron HTH5AN8G8NCJR-VKD 8GB,DDR4,12600,8,,
Wilk Elektronik S.A. IR2133D464L15S/8G 8GB,DDR4,12400,8,,
Asgard VMA44UI-MEC1U2AW2 32GB,DDR4,12400,32,,
Crucial Technology CT16G4SFRA32A.C16FJ 16GB,DDR4,12350,16,,
Kingston 9905678-156.A00G 8GB,DDR4,12300,8,,
A-DATA Technology AO2P32NCST2-BZ7SHD 16GB,DDR4,12250,16,,
Micron Technology 4ATF1G64HZ-3G2E1 8GB,DDR4,12250,8,,
Kingston 9905622-055.A00G 4GB,DDR4,12000,4,,
Kingston 9905599-020.A00G 8GB,DDR4,12000,8,,
Crucial Technology CT8G4DFS8213.C8FBD1 8GB,DDR4,12000,8,,
Ramaxel Technology RMUA5200ME78HAF-3200 8GB,DDR4,11950,8,,
Samsung M471A2K43BB1-CRC 16GB,DDR4,11850,16,,
Kingston 9965669-008.A03G 16GB,DDR4,11650,16,,
Crucial Technology BLS8G4D240FSA.16FADG 8GB,DDR4,11500,8,,
Gloway International Co. Ltd. TYA4U2666D19081C 8GB,DDR4,11500,8,,
Micron Technology 8ATF1G64HZ-2G3A1 8GB,DDR4,11450,8,,
Kingston HP24D4S7S8MBP-8 8GB,DDR4,11200,8,,
G Skill Intl F4-2133C15-8GRK 8GB,DDR4,11100,8,,
Crucial Technology BLS8G4S26BFSDK.8FD 8GB,DDR4,10600,8,,
Micron Technology 9ASF51272PZ-2G1A2 4GB,DDR4,10450,4,,
Hynix Semiconductor (Hyundai Electronics) HMA41GR7AFR8N-TF 8GB,DDR4,10300,8,,
Kingston 9965669-031.A00G 16GB,DDR4,10200,16,,
Patriot Memory (PDP Systems) PSD416G21332S 16GB,DDR4,9850,16,,
V-GEN D4H8GL36A8TXV 8GB,DDR4,14700,8,,
Kingston KHX3200C18D4/4G 4GB,DDR4,13650,4,,
Crucial Technology BLS4G4D26BFSE.8FBR2 4GB,DDR4,12900,4,,
Corsair CM4X8GF2400C16N2 8GB,DDR4,12750,8,,
G Skill Intl F4-2400C15-16GTZRX 16GB,DDR4,12600,16,,
G Skill Intl F4-2400C17-8GVR 8GB,DDR4,12450,8,,
Avant Technology W641GU42J7240NC 8GB,DDR4,12050,8,,
Kingston 9905703-011.A00G 16GB,DDR4,12050,16,,
SK Hynix HMAA4GS6MJR8N-VK 32GB,DDR4,12050,32,,
Kingston HP26D4S9S8HJ-8 8GB,DDR4,12050,8,,
Ramaxel Technology RMSA3270MB86H9F2400 4GB,DDR4,11900,4,,
Kingston 9905625-036.A00G 16GB,DDR4,11800,16,,
Crucial Technology CT16G4DFD8213.C16FBR 16GB,DDR4,11550,16,,
Patriot Memory (PDP Systems) 2133 C14 Series 8GB,DDR4,11550,8,,
V-Color Technology Inc. TN416G24D817-VHA/R 16GB,DDR4,11550,16,,
Kingston KHX2133C13S4/16G 16GB,DDR4,11500,16,,
Transcend Information JM2666HSE-16G 16GB,DDR4,11400,16,,
SK Hynix HMA82GS6MFR8N-TF 16GB,DDR4,11350,16,,
EVGA 16G-D4-2800-MR 4GB,DDR4,11300,4,,
Kingston KMKYF9-MIH 8GB,DDR4,11200,8,,
Shanghai Kuxin Microelectronics Ltd NMUD440D82-2400E 4GB,DDR4,10950,4,,
Mushkin 99[2/7/4]204[F/T] 4GB,DDR4,10800,4,,
G Skill Intl F4-2133C15-8GRR2 8GB,DDR4,10150,8,,
Apacer Technology GD2.1827CS.003 8GB,DDR4,14450,8,,
Apacer Technology 78.BAGNF.40C0B 4GB,DDR4,13650,4,,
SK Hynix V-GeN D4H4GL26A8TL5 4GB,DDR4,13500,4,,
G Skill Intl F4-2933C14-8GTZRX 8GB,DDR4,13400,8,,
Samsung M391A1K43BB2-CTD 8GB,DDR4,13400,8,,
Kingmax Semiconductor GZNG43F-18---------- 8GB,DDR4,13050,8,,
Corsair CMK8GX4M1D2400C14 8GB,DDR4,12500,8,,
Avant Technology J644GU44J9266NF 32GB,DDR4,12500,32,,
Ramaxel Technology RMUA5120ME86H9F-2666 4GB,DDR4,12400,4,,
Kingston 9905702-006.A00G 8GB,DDR4,12200,8,,
ISD Technology Limited IM44GU48A30-GIIHM 4GB,DDR4,12100,4,,
Samsung M471A1G43EB1-CRC 8GB,DDR4,12050,8,,
SK Hynix GKE800SO102408-2400 8GB,DDR4,11650,8,,
Kingston KHX2133C14S4/16G 16GB,DDR4,11450,16,,
Kingston 9905598-026.A00G 16GB,DDR4,11100,16,,
Micron Technology 16ATF2G64HZ-2G3H1 16GB,DDR4,11100,16,,
Micron Technology MTA8ATF1G64HZ-2G3B1 16GB,DDR4,10750,16,,
INTENSO 4GB,DDR4,10700,4,,
Smart Modular SF4722G4CKHH6DFSDS 16GB,DDR4,10150,16,,
Apacer Technology GD2.1527CS.001 8GB,DDR4,14350,8,,
Super Talent F3200UA8G 8GB,DDR4,14050,8,,
Kingston 9905700-097.A00G 8GB,DDR4,13250,8,,
Apacer Technology 78.DAGQ7.40B0B 16GB,DDR4,13100,16,,
Kingston ACR26D4U9D8MH-16 16GB,DDR4,12750,16,,
Kingmax Semiconductor GLLG42F-DA---------- 8GB,DDR4,12600,8,,
Samsung M378A1G44BB0-CWE 8GB,DDR4,12150,8,,
Crucial Technology CT16G4DFD8213.C16FDD 16GB,DDR4,11950,16,,
Kingston MSI24D4S7D8MH-16 16GB,DDR4,11850,16,,
Avexir Technologies Corporation DDR4-2400 CL16 16GB 16GB,DDR4,11800,16,,
Kingston ACR26D4S9D8MD-16 16GB,DDR4,11700,16,,
G Skill Intl F4-2400C16-8GFXR 8GB,DDR4,11500,8,,
G Skill Intl F4-3333C16-16GTZSK 16GB,DDR4,11400,16,,
Crucial Technology CB16GU2666.C8ET 16GB,DDR4,11400,16,,
Samsung M471A2K43BB1-CPB 16GB,DDR4,11400,16,,
A-DATA Technology AO1P24HC8T1-BQXS 8GB,DDR4,11400,8,,
Kingston 9905643-009.A00G 8GB,DDR4,11350,8,,
Samsung M471A1K43BB0-CPB 8GB,DDR4,11300,8,,
Kingston 9905702-119.A00G 8GB,DDR4,11200,8,,
Team Group Inc. TEAMGROUP-ED4-2400 16GB,DDR4,11200,16,,
Corsair CMD16GX4M4B3200C14 4GB,DDR4,11100,4,,
Apacer Technology 78.C2GFK.AR20B 8GB,DDR4,11000,8,,
Kingston 9965589-017.D00G 8GB,DDR4,10750,8,,
Asgard VMA45UG-MEC1U2AW1 8GB,DDR4,10500,8,,
Kingston 9965657-011.A00G 16GB,DDR4,10400,16,,
Avant Technology J641GU42J5213ND 8GB,DDR4,10250,8,,
SK Hynix HMA451U7MFR8N-TF 4GB,DDR4,10150,4,,
Virtium Technology Inc. VL33A1G63F-N6S 8GB,DDR4,10100,8,,
A-DATA Technology AO2P32NCSV1-BEVS 16GB,DDR4,13300,16,,
Kingston 16ATF2G64AZ-2G1B1 8GB,DDR4,13100,8,,
Wilk Elektronik S.A. GR2666D464L19S/4G 4GB,DDR4,12600,4,,
Kingston CBD26D4S9D8ME-16 16GB,DDR4,12300,16,,
Xinshirui (Shenzhen) Electronics Co V01D4LF8GB5285282666 8GB,DDR4,12150,8,,
Kingston 9905663-012.A00G 16GB,DDR4,12050,16,,
Kingston 9905625-074.A00G 16GB,DDR4,12050,16,,
Kingston ACR24D4S7D8MB-16 16GB,DDR4,12000,16,,
Ramaxel Technology RMUA5090KB78HAF2133 8GB,DDR4,11850,8,,
Wilk Elektronik S.A. GR2133D464L15/8G 8GB,DDR4,11800,8,,
Corsair CM4X8GF2133C15S2 8GB,DDR4,11800,8,,
Essencore Limited IM48GU88N21-FFFHM 8GB,DDR4,11750,8,,
Kingston HP26D4U9S8MD-8 8GB,DDR4,11750,8,,
Crucial Technology CB8GS2666.C8ET 8GB,DDR4,11550,8,,
Samsung M471A2K43CB1-CRC 16GB,DDR4,11450,16,,
Kingston 99U5702-101.A00G 8GB,DDR4,11400,8,,
Crucial Technology CT8G4SFS632A.C4FE 8GB,DDR4,11400,8,,
Kingston 99U5663-001.A00G 16GB,DDR4,11200,16,,
Samsung M471A5644EB0-CPB 2GB,DDR4,11150,2,,
Essencore Limited IM48GU48N21-FFFHM 8GB,DDR4,11000,8,,
Patriot Memory (PDP Systems) PSD48G213381S 8GB,DDR4,10900,8,,
Corsair CMD128GX4M8A2400C14 16GB,DDR4,10600,16,,
Micron Technology CT8G4DFD8213.16FA11 8GB,DDR4,10550,8,,
SK Hynix HMA82GR7JJR8N-VK 16GB,DDR4,10350,16,,
Inmos + 256MB,DDR4,10300,256M,,
Micron Technology 16ATF2G64HZ-2G3A1 16GB,DDR4,10300,16,,
Micron Technology 18ASF1G72PZ-2G1B1 8GB,DDR4,10050,8,,
Samsung SH5724G4UNC26P2-SC 32GB,DDR4,10000,32,,
Kingston 9965600-005.A00G 16GB,DDR4,9700,16,,
Essencore Limited IM48GU88N24-FFFHAB 8GB,DDR4,14200,8,,
OCMEMORY OCM3200CL16D-16GBN 8GB,DDR4,14000,8,,
Crucial Technology BLT4G4D30AETA.K8FD 4GB,DDR4,13450,4,,
Wilk Elektronik S.A. IRX3000D464L16S/4G 4GB,DDR4,12850,4,,
Apacer Technology GD2.111881.002 4GB,DDR4,12800,4,,
V-Color Technology Inc. TD416G26D819-VC 16GB,DDR4,12750,16,,
Kingston 9965669-005.A01G 16GB,DDR4,12750,16,,
Apacer Technology 78.B1GN3.AZ32B 4GB,DDR4,12700,4,,
Corsair CMK128GX4M8X3800C19 16GB,DDR4,12550,16,,
Crucial Technology CT8G4DFS824A.M8FA 8GB,DDR4,12200,8,,
Apacer Technology GD2.1527WC.001 8GB,DDR4,12200,8,,
Kingston 9905678-027.A00G 8GB,DDR4,12100,8,,
Crucial Technology CT8G4DFD8213.C16FHP 8GB,DDR4,12100,8,,
Panram International Corporation PUD42133C138G4NJK 8GB,DDR4,11950,8,,
Kingston 9965684-013.A00G 8GB,DDR4,11800,8,,
Hynix Semiconductor (Hyundai Electronics) HMA82GS6CJR8N-VK 16GB,DDR4,11750,16,,
A-DATA Technology AD4U240038G17-BHYA 8GB,DDR4,11700,8,,
"PNY Technologies, Inc. 16GF1X16LIII43-12-K 16GB",DDR4,11700,16,,
Crucial Technology CT8G4DFS8213.C8FBR1 8GB,DDR4,11700,8,,
SK Hynix HMA81GU7AFR8N-UH 8GB,DDR4,11550,8,,
Smart Modular SMS4WEC8C2K0446FCG 16GB,DDR4,11550,16,,
Micron Technology 16ATF2G64AZ-2G1B1 16GB,DDR4,11500,16,,
Kingston 9905664-010.A00G 4GB,DDR4,11450,4,,
Crucial Technology CT8G4DFRA266.C4FE 8GB,DDR4,11400,8,,
Kingston 9905633-017.A00G 8GB,DDR4,11350,8,,
Micron Technology 8ATF51264HZ-2G1A2 4GB,DDR4,11300,4,,
Micron Technology 16ATF2G64AZ-2G3E1 16GB,DDR4,11150,16,,
SK Hynix HMA82GU7AFR8N-UH 16GB,DDR4,11100,16,,
Kingston ASU21D4U5S1MB-4 4GB,DDR4,10850,4,,
Micron Technology 4ATF51264AZ-2G3H1R 4GB,DDR4,10800,4,,
Samsung M393A4K40BB2-CTD 32GB,DDR4,10350,32,,
Kingston 9965604-008.C00G 8GB,DDR4,10050,8,,
Corsair CMR64GX4M8C3000C15 8GB,DDR4,9800,8,,
V-GEN D4S8GL32A8TS 8GB,DDR4,13800,8,,
V-GEN D4S8GL30A8TS5 8GB,DDR4,13600,8,,
Asgard VMA44UG-MEC1U2AW1 8GB,DDR4,13050,8,,
Micron Technology 16A6A2G64HZ-2-2E1 16GB,DDR4,12950,16,,
Hoodisk Electronics Co Ltd GKE320UD204808-2666 32GB,DDR4,12900,32,,
Micron Technology V-GeN D4V16GL24A8R 16GB,DDR4,12900,16,,
Hoodisk Electronics Co Ltd GKE160UD102408-2666 16GB,DDR4,12750,16,,
Apacer Technology D12.2326WH.001 16GB,DDR4,12450,16,,
SK Hynix GKE160UD102408-2400 16GB,DDR4,12200,16,,
A-DATA Technology AO2P26KC8T1-BPYS 8GB,DDR4,12050,8,,
Ramaxel Technology RMUA5110MD78HAF-2666 8GB,DDR4,12050,8,,
AMD R748G2606U2S 8GB,DDR4,11950,8,,
Silicon Power Computer & Communications SP008GBLFU213B02 8GB,DDR4,11900,8,,
Kingmax Semiconductor GLLG43F-D8KBGA------ 8GB,DDR4,11900,8,,
Hynix Semiconductor (Hyundai Electronics) HMA82GU6MFR8N-TF 16GB,DDR4,11850,16,,
Kingmax Semiconductor GLLG42F-18---------- 8GB,DDR4,11850,8,,
G Skill Intl F4-2133C15-8GNS 8GB,DDR4,11600,8,,
Micron Technology 18ASF2G72AZ-2G1B1 16GB,DDR4,11550,16,,
Avant Technology J642GU42J5213N2 16GB,DDR4,11450,16,,
Wilk Elektronik S.A. IRX2666D464L16/16G 16GB,DDR4,11450,16,,
Kingston KHYXPX-MID 8GB,DDR4,11400,8,,
Corsair CMR64GX4M4A2666C16 16GB,DDR4,11300,16,,
SK Hynix HMA451U7AFR8N-TF 4GB,DDR4,11050,4,,
Crucial Technology CT16G4SFD8266 16GB,DDR4,10800,16,,
Crucial Technology CT4G4SFS8213.C8FBD1 4GB,DDR4,10100,4,,
Micron Technology 18ASF2G72PDZ-2G6D1 16GB,DDR4,9700,16,,
Kingston 9965600-018.A00G 16GB,DDR4,9650,16,,
Kingston 9965589-030.D01G 8GB,DDR4,9400,8,,
Kingston 9965600-027.A00G 16GB,DDR4,9350,16,,
Kingston 9965640-015.A00G 32GB,DDR4,9150,32,,
G Skill Intl F4-3200C16-8GSX 8GB,DDR4,14150,8,,
Essencore Limited IM48GU88N26-GIIHA 8GB,DDR4,13400,8,,
Team Group Inc. TEAMGROUP-UD4-2933 8GB,DDR4,13100,8,,
Corsair CMW8GX4M1D3000C16 8GB,DDR4,13050,8,,
V-GEN D4M8GL26A8TS6 8GB,DDR4,12900,8,,
Team Group Inc. DDR4 3600 8GB,DDR4,12900,8,,
Kingmax Semiconductor GLNG43F-18---------- 8GB,DDR4,12700,8,,
SK Hynix MMA82GS6CJR8N-VK 16GB,DDR4,12600,16,,
SK Hynix HMA82GS6CJR8N-V-V 16GB,DDR4,12500,16,,
Kingston 9932291-002.A00G 4GB,DDR4,12150,4,,
Avexir Technologies Corporation T-20181206 8GB,DDR4,12050,8,,
Kingston HP32D4U2S8ME-16 16GB,DDR4,11950,16,,
Cortus SAS 8ATF1G64AZ-2G6E1 8GB,DDR4,11900,8,,
Kingston 9905702-008.A00G 8GB,DDR4,11850,8,,
Ramaxel Technology RMUA5210ME88HCF-3200 32GB,DDR4,11800,32,,
Micron Technology 16ATF2G64HZ-2G6H1 16GB,DDR4,11750,16,,
Kingston 9905734-102.A00G 32GB,DDR4,11650,32,,
Smart Modular SF4642G8CK8IEHLSBG 16GB,DDR4,11650,16,,
Crucial Technology CT4G4DFS824A.C8FBD2 4GB,DDR4,11550,4,,
Crucial Technology CT8G4DFS824A.C8FBR1 8GB,DDR4,11450,8,,
Crucial Technology CT16G4SFRA266.M16FRS 16GB,DDR4,11450,16,,
Crucial Technology CT8G4SFS8213.C8FBR1 8GB,DDR4,11350,8,,
Transcend Information JM2400HSB-8G 8GB,DDR4,11350,8,,
Kingston 9965600-005.A01G 16GB,DDR4,11350,16,,
AMD R744G2133U1S 4GB,DDR4,11300,4,,
G Skill Intl F4-2133C15-8GRS 8GB,DDR4,11150,8,,
G Skill Intl F4-3333C16-16GTZSW 16GB,DDR4,10700,16,,
Ramsta Ramsta-2400Mhz-8G 8GB,DDR4,10400,8,,
Micron Technology 36ASF2G72LZ-2G1A1 16GB,DDR4,10100,16,,
Corsair CMU32GX4M4D3000C16 8GB,DDR4,9950,8,,
Micron Technology 18ASF1G72PDZ-2G6E1 8GB,DDR4,9700,8,,
Samsung M393A1G43DB0-CPB 8GB,DDR4,9700,8,,
Team Group Inc. TEAMGROUP-SD4-2133 8GB,DDR4,9050,8,,
Crucial Technology BLS4G4D240FSE.8FE 4GB,DDR4,13100,4,,
Essencore Limited IM48GU88N26-FFFHMZ 8GB,DDR4,13050,8,,
Essencore Limited IM44GU48A30-FGGHAB 4GB,DDR4,12850,4,,
InnoDisk Corporation M4S0-8GSSOCIK 8GB,DDR4,12300,8,,
